AW08ÇÃéûì_Ç≈ÇÃéÊà¯èÛãµ	ç≈êVéÊà¯ÉVÅ[ÉYÉì	OBICä«óùÇÃÉuÉâÉìÉhó™èÃ	OBICä«óùÇÃÉuÉâÉìÉhCode	éÊçûópÉuÉâÉìÉhCode	BrandñºèÃ	Brand èZèä	Brand ìsés	Brand óXï÷î‘çÜ	Brand çëñº	Brand çëcd	tel	fax	Mobile	íSìñé“	íSìñé“EMAIL	âÔé–ñº	Shipperñº	Shipper çëñº	Shipper çëcd	í â›	éxï•èåèÅiBulkÅj	éxï•èåècd	DiscountÅiBulkÅj	Discount ä‹ÇﬁÅEä‹Ç‹Ç»Ç¢	éxï•èåè îıçl	éxï•Ç¢ó\íËã‡äzéZèoï˚ñ@			éxï•èåèÅiSampleÅj	éxï•èåècd	DiscountÅiBulkÅj	Discount ä‹ÇﬁÅEä‹Ç‹Ç»Ç¢																âﬂãéÇÃèÓïÒ		
*	SS07	LEF	266	266	LEFLESH	Via Valpetrosa 1	Milano	20123	ITALY	ITA	39.02860659	39 0286919957		Sabrina	sabrina@leflesh.com	NUDEGEM SRL	NUDEGEM SRL	ITALY	ITA	EUR	30% at proforma invoice 70% 14days after shipment date	25	3.00%	excluded		ETD	14	70	100% with main order's payment	16	0.00%	excluded	SHOES/RTW	Concento	goldie H.P.FRANCE					EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1047	30%proforma/70%14days after invoice date	paid with 30% or 70% payment
continue		LEMANI	403	403	LEMANI	Via Ricardesco 19	Cirie' (TO)	10073	ITALY	ITA	39.011.922289	39.011.9226691		Luigi Fornario	lemani@lemanihome.com	LEMANI	LEMANI	ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	5.00%	excluded		*	*	0				excluded	DECO	Deco	Dty	Theatre				Tomoko Mori	sample05	Tomoko Mori	sample05	tomoko_mori@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1091	30% on proforma 70% before delivery	*
continue		HPBQ	261	3015	LEO ATLANTE	75 Rue Banane	Tiznit	85000	MOROCCO	MAR	212.67.31.96.84	212.28.60.28.90		Christophe	leoatlante@free.fr	LEO ATLANTE SARL		MOROCCO	MAR	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	STOLE	H.P.FRANCE BOUTIQUE	Deco					Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1424	100% before shipment	*
continue		LW	709	709	LEOWORKS	68 Richardson Street #2	Brooklyn	NY 11211	UNITED STATES	USA	917 868 3296	917 351 1644	732 614 4581	Nicole	leohaus@earthlink.net	LEOWORKS L.L.C.	LEOWORKS	UNITED STATES	USA	USD	100% 30days after shipment date 	7	15.00%	excluded		ETD	30	100				excluded	ACC	Destination NY						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	856	30 days after invoice date	*
continue		SL	17	17	LES BIJOUX DE SOPHIE	1 Passage Rauch 75011 Paris	Paris	75011	FRANCE	FRA	33.(0)1.40 09 71 71	33.(0)1.43 67 33 50		Vanessa Cathary	info@lesbijouxdesophie.com	LES BIJOUX DE SOPHIE	LES BIJOUX DE SOPHIE	FRANCE	FRA	EUR	100% 30days after shipment date 	7	0.00%	excluded	"110,001Å`10% / 90,001Å`8% / 50,001Å`6% / less 50,000Å`5% including objet"	ETD	30	100	100% 30days after shipment date 	7	8.00%	excluded	BAG/ACC/DECO	Showroom	H.P.FRANCE BOUTIQUE					Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	930	"30days after invoice date (110,001?Å`10%/90,001?Å`8%/50,001?Å`6%/less 50,000?Å`5% including objet)"	30days after invoice date
continue				2170	LES FLOTS BLEUS	55 avenue Jean Jaures	Arcueil	94110	FRANCE	FRA	33.(0)1.49.85.05.65	33.(0)1.49.85.04.77		M. Brouillet	eric.brouillet@wanadoo.fr	LES FLOTS BLEUS	LES FLOTS BLEUS	FRANCE	FRA	EUR	100% at proforma invoice 	14	5.00%	excluded		*	*	0				excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1188	100% on Proforma	*
continue				2171	LES HERITIIERS	44 Rue Sala	Lyon	69002	FRANCE	FRA	33.(0)4.78.37.17.03	33.(0)4.78.37.16.92		Pierre	pierredubois@les-heritiers.com	LES HERITIIERS		FRANCE	FRA	EUR	50% at proforma invoice 50% before shipment date	50	0.00%	excluded		*	*	0			0.00%	excluded	DECO	Deco	HPH					DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1092	"50%on proforma, 50% before delivery"	*
continue		PRE	59	59	LES PRECIEUSES	"Rue Antoine Dansaert 83,"	Bruxelles	1000	BELGIUM	BEL	32.(0)2.503.28.98	32.(0)2.503.28.98		Pili Collado	pili.collado@skynet.be	B.X.L.S.P.R.L.	B.X.L.S.P.R.L.	BELGIUM	BEL	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	ACC	H.P.FRANCE exclusive	Kioku					exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1468	100% before delivery	*
continue		LDG	184	184	LIA DI GREGORIO	Via Segantini 71	Milano 	20143	ITALY	ITA	39.02.8373358	39.02.8373358	335 6146465	Lia Di Gregorio	lia@liadigregorio.com	LIA DI GREGORIO SRL	LIA DI GREGORIO SRL	ITALY	ITA	EUR	30% at proforma invoice 70% after checking goods	34	0.00%	excluded		î¿ì¸ì˙	10	70				excluded	ACC	H.P.FRANCE BIJOUX						Tomoko Mori	sample05	Tomoko Mori	sample05	tomoko_mori@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	989	30%proforma/70% after checking goods	*
*	SS08	LD	159	159	LIGIA DIAS				FRANCE	FRA						LIGIA DIAS		FRANCE	FRA	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	ACC	H.P.FRANCE BIJOUX						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1474	100% before shipment date 	*
*	SS08	LF	255	255	Linda Farrow	Unit A 51 Calthorpe Street	London	WC1X 0HH	UNITED KINGDOM	GBR	44.(0)207.713.1105	44.(0)207.713.1106		Tracy	tracysedino@lindafarrowvintage.com	BALLY SUNGLASS OPTICAL CO LTD.	BALLY SUNGLASS OPTICAL CO LTD.	UNITED KINGDOM	GBR	GBP	50% at proforma invoice 50% after receiving goods	48	0.00%	excluded		î¿ì¸ì˙	10	50				excluded	SUNGLASSES	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1136	50%proforma/50% after receiving goods	*
continue				2043	LISDIN	4 Rue de Marcilly	Ige	61130	FRANCE	FRA	33.(0)2.33.83.87.29	33.(0)2.33.83.87.29		JosÅEEsteves	lisdin.je@wanadoo.fr	LISDIN		FRANCE	FRA	EUR	100% at proforma invoice 	14	3.00%	excluded		*	*	0				excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1093	100% on Proforma	*
continue				2044	LOLA PARKER	28 Via Fondo Ausa			SAN MARINO	SMR	378.0549.970564	378.0549.978800		Antonella	spaziocipi@libero.it	SPAZIOCIPI SRL		SAN MARINO	SMR	EUR	100% after receiving goods 	12	0.00%	excluded		î¿ì¸ì˙	10	100			0.00%	excluded	RTW	Lamp						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1279	15 days receiving goods	*
*	SS07	LRZ	734	734	LORENZA	325 west 75th Street #3X	New York	NY 10023	UNITED STATES	USA	646-541-6107			Lorenza		Lorenza 		UNITED STATES	USA	USD	100% 45days after shipment date 	9	15.00%	excluded		ETD	45	100				excluded	RTW	Destination NY						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	857	45days after Invoice date	*
continue		LG	191	191	LORENZA GANDAGLIA	Via Maffia N. 32	Firenze	50124	ITALY	ITA	39.055.28.4773			Lorenza	lorenzagandaglia@hotmail.com	LORENZA GANDAGLIA	LORENZA GANDAGLIA SHOWROOM	UNITED STATES	USA	EUR	100% after checking goods 	11	0.00%	excluded		ETD	10	100	100% with main order's payment	16	0.00%	excluded	BAG	Kioku	H.P.FRANCE BOUTIQUE					EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	990	100% after checking goods	paid with main order's payment
continue		LCE	115	115	LUCA CELLINO	4-9-16 3F Jingumae Shibuya-ku	Tokyo	150-0001	JAPAN	JPN	03.3401.0843	03.3401.0842		Cristina	sakane@gol.com	LINKS&PARTNERS Co. LTD.	LINKS&PARTNERS Co. LTD.	JAPAN	JPN	JPY	100% 30days from end of month of shipment 	5	0.00%	excluded		ETD	30	100	100% 30days from end of month of shipment 	5	0.00%	excluded	RTW	Theatre						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1475	100% END OF MONTH AFTER 30DAYS FROM DELIVERY DATE	100% END OF MONTH AFTER 30DAYS FROM DELIVERY DATE
*	SS07			2172	LUCAS DU TERTRE	39bis Rue de Montreuil	Vincennes	94300	FRANCE	FRA	33.(0)6.03.32.15.01(Marie)	33.(0)1.43.98.27.50	33.(0)6.86.90.96.45(Clemence)	Marie/Clemence	lucasdutertre@free.fr			FRANCE	FRA	EUR	30% at proforma invoice 70% after shipment date	36	0.00%	excluded		ETD	10	70	100% with main order's payment	16	0.00%	excluded	RTW	Usagi Pour Toi						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1317	"30% on proforma,70% on delivery"	Payment on proforma
*	AW07	LUB	557	557	LUCIA BLANCO	Roger de Åc.102			SPAIN	ESP	34 934765007	34 678863098		Woa Blanco	contact@woablanco.com	WHITE TEAM SL	WHITE TEAM SL	SPAIN	ESP	EUR	30% at proforma invoice 70% 15days after shipment date	27	0.00%	excluded		ETD	15	70			0.00%	excluded		H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1398	30% on Conf 70% 15days after delivery	70% 15days from delivery
*	SS07			2173	LUDMILLA BALKIS	117 Boulevard de Sebastopol	Paris	75002	FRANCE	FRA	33.(0)1.40.26.40.40			Ludmilla Balkis	ludmillabalkis@yahoo.fr	LUDMILLA BALKIS	LUDMILLA BALKIS	FRANCE	FRA	EUR	30% at proforma invoice 70% after checking goods	34	0.00%	excluded		î¿ì¸ì˙	10	70				excluded	RTW	Showroom Antenna						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1309	"30% deposit, 70% after checking goods"	*
*	SS08	LCR	272	272	Luisa Cevese	Via San Maurilio 7	Milano	20123	ITALY	ITA	39.02.8699.7099	39.02.8699.4444		Alberto / Katia	sales@riedizioni.com	LUISA CEVESE SRL	LUISA CEVESE SRL	ITALY	ITA	EUR	30% at proforma invoice 70% 30days after shipment date	31	0.00%	excluded		ETD	30	70				excluded	BAG	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	991	30%proforma/70%30days after invoice date	*
continue				508	MACQUA	Oderberger Str 20	Berlin	10435	GERMANY	DEU	49.(0)30.40056195	49.(0)30.46060026	49.(0)174.9873669	Meike	info@macqua.com	MEIKE VOLLMAR	MEIKE VOLLMAR	GERMANY	DEU	EUR	30% at proforma invoice 70% after shipment date	36	10.00%	excluded		ETD	10	70	100% 10days after shipment date 	1		excluded	RTW	WUT						Yann Le Goec	sample06	Yann Le Goec	sample06	yann_le_goec@hpgrp.com	H.P.FRANCE S.A.	+81 3 5489 0771	+81 3 5489 0772	1209	30% PREPAYMENT	10days after delivery
*	SS07			2174	MAISON KAHUT	10 Rue des Moulins 75001 Paris	Paris	75001	FRANCE	FRA	33.(0)1.42.84.87.30	33.(0)1.42.84.87.31		Audrey Tcherkoff	audrey@kahut.biz	MAISON KAHUT	MAISON KAHUT	FRANCE	FRA	EUR	30% at proforma invoice 70% after shipment date	36	0.00%	excluded		ETD	10	70				excluded	BAG	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1304	30%proforma	*
*	SS08	HPBQ	261	3010	MALABABA	"Jorge Juan, 21 - Bajo"	Madrid	28001	SPAIN	ESP	34 91 576 67 95	34 91 184 17 97		Alejandra	alejandragalvez@malababa.com	TIENES MALABABA S.L		SPAIN	ESP	EUR	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100				excluded	BAG	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1409	100% within 30days after invoice date	*
continue		MIL	90	90	MALFROY MILLION	153 Route de Vourles B.P.33	St-Genis-Laval	69564	FRANCE	FRA	33.(0)4.72.39.33.66	33.(0)4.72.39.90.22		Mary Aude	m.aude@malfroy.com	S.A.ANDRE MALFROY ET JEAN MILLION	S.A.ANDRE MALFROY ET JEAN MILLION	FRANCE	FRA	EUR	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100	100% with main order's payment	16		excluded	STOLE	H.P.FRANCE BOUTIQUE						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	932	30days after invoice date	paid with main order's payment
continue				2045	MALHAS	Via Melzi D'eril 26	Milano	20154	ITALY	ITA	39.02.73.81.293	39.02.73.81.293		Eleonora	eleonora@malhas.it	UIB SRL	UIB SRL	ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0				excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1533	"30% on proforma, 70% before delivery"	*
continue		MALL	551	551	MALLONI	"Via dell'Industria, 20"	Porto Sant'Elpidio (AP)	63018	ITALY	ITA	39.0734877	39.07349016		Susanna Quondamatteo		MALLONI SRL	MALLONI SRL	ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0				excluded	RTW	H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1013	30%proforma/70% Before Delivery	*
*	SS07	MAL	226	226	MALOLES	62 rue tiquetonne	Paris	75002	FRANCE	FRA	33.(0)1.42 96 86 51	33.(0)1.42 96 13 58	33.(0)6.13 41 19 25	Virginie	virginie@maloles.com	MALOLES EURL	MALOLES EURL	SPAIN	ESP	EUR	30% at proforma invoice 70% 30days after shipment date	31	3.00%	excluded		ETD	30	70	100% with main order's payment	16	0.00%	excluded	SHOES	Usagi Pour Toi						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	933	30%proforma/70%30days after invoice date	paid with payment of proforma
continue				2092	MANGELWARE	"Novaragasse 17/1/27,"	Vienna	1020	AUSTRIA	AUT	43.(0)699.8180.6917	43.(0)820.5558.594.512		Sandra Schmidt	sandra@mangelware.net	MANGELWARE		AUSTRIA	AUT	EUR	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	RTW	WUT						Yann Le Goec	sample06	Yann Le Goec	sample06	yann_le_goec@hpgrp.com	H.P.FRANCE S.A.	+81 3 5489 0771	+81 3 5489 0772	1420	INVOICE WITH DELIVERY	*
continue		HPBQ	261	2047	MARCIA DE CARVALHO	5 place Felix Eboue	Paris	75012	FRANCE	FRA	33.(0)1.42.51.64.05	33.(0)1.42.51.64.05		Marcia	decarvalhomarcia@yahoo.fr	ANIMA SARL		FRANCE	FRA	EUR	30% at proforma invoice 70% after receiving goods	35	0.00%	excluded		î¿ì¸ì˙	10	70				excluded	STOLE	Usagi Pour Toi						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1501	30% deposit/70% after receving goolds	*
*	SS08	MA	86	86	MARIANA MENDEZ	"Joan Miro 24, Local 1,"	Barcelona	08005	SPAIN	ESP	34 93 323 8561	34 93 323 8562	34 605 38 13 77	Pedro	pedro.perez@marianamendez.com	MODE ITACA S.L.	MODE ITACA S.L.	SPAIN	ESP	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0	100% with main order's payment	16	3.00%	excluded	BAG	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	992	30%proforma/70%before shipment	paid with payment of proforma
continue				2093	MARIANNE OLRY PARIS	11 Rue des Arquebusiers	Paris	75003	FRANCE	FRA	33.(0)1.42.77.10.17	33.(0)1.48.87.86.82		Marianne	olry.marianne@orange.fr	MARIANNE OLRY PARIS	MARIANNE OLRY PARIS	FRANCE	FRA	EUR	100% at proforma invoice 	14	0.00%	excluded		*	*	0				excluded	ACC	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1302	"30Proforma, 70% After received goods"	*
continue		MM	34	34	MARIE MERCIE	56 Rue Tiquetonne	Paris	75002	FRANCE	FRA	33.(0)1.40.26.60.68	33.(0)1.40.26.38.01		Mr.Peto	jasper.peto@wanadoo.fr	JASPER PETO FRANCE SARL	JASPER PETO FRANCE SARL	FRANCE	FRA	EUR	100% 45days after shipment date 	9	15.00%	excluded		ETD	45	100			15.00%	excluded	HAT	Showroom						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	934	45days after invoice date	end of theseason(end of july or end of march)
continue		MG	322	322	MARION GODART	28 Rue des Vertus	Paris	75003	FRANCE	FRA	33.(0)1.40.27.09.48	33.(0)1.40.27.09.48		VIA CLEVER PARIS  CHRISTINE BRUGNOT		MARION GODART SARL	MARION GODART SARL	FRANCE	FRA	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0	100% after checking goods 	11	0.00%	excluded	ACC	H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1177	100% Before Delivery	100% after delivery to Crever
continue		HPBQ	261	525	MARION MILLE	118 avenue Jean Jaures	Paris	75171	FRANCE	FRA	33.(0)1.47.97.14.69	33.(0)1.47.97.14.69		Marion	marionmille@marionmille.com	EURL LOUBNA		FRANCE	FRA	EUR	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100				excluded	ACC	H.P.FRANCE BOUTIQUE						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1502	100% after 30days	*
continue				175	MARSELL	"Qrt.Ind.Prima Strada, 2"	Fiesso D'artico (VE)	30032	ITALY	ITA	39.049.9804511	39.049.9804511		Roxanna	eurasia@eurasia.is.it	EURASIA SRL	EURASIA SRL	ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0	100% with main order's payment	16	3.00%	excluded	SHOES	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1534	"30% on proforma, 70% before delivery"	paid with main order's payment
continue				2048	MARTIN LAMOTHE	"Isaac Peral, 6"	Sant Just Desvern Barcelona	08960	SPAIN	ESP	34.933.715.389	34.933.717.448	34.696.984.719	Elena Martin	elena@martinlamothe.es	ELENA MARTIN ORTIZ-MARTIN LAMOTHE		SPAIN	ESP	EUR	50% at proforma invoice 50% after shipment date	49	0.00%	excluded		ETD	10	50				excluded	RTW	WUT						Yann Le Goec	sample06	Yann Le Goec	sample06	yann_le_goec@hpgrp.com	H.P.FRANCE S.A.	+81 3 5489 0771	+81 3 5489 0772	1481	50% in confirmation	*
continue				2049	MARTINE GORON	112 Rue de Clignancourt	Paris	75018	FRANCE	FRA	33.(0)1.42.23.82.72	33.(0)1.42.23.82.72		Martine				FRANCE	FRA	EUR	100% after receiving goods 	12	0.00%	excluded		î¿ì¸ì˙	10	100				excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1095	100% receipt goods in Japan	*
continue				2175	MARTON+MARTON				BRAZIL	BRA	55.11.3392.6604					MARTON+MARTON	MARTON+MARTON	BRAZIL	BRA	USD			0.00%	excluded								excluded	LAMP	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1189		*
continue				2176	Material Boy	"12/397 Smith St, Fitzvoy "	Victoria		AUSTRALIA	AUS	61 3 9419 0419	61 3 9419 0411		Mic Eaton	mic@materialboy.com.au	Material Boy Pty Ltd.		AUSTRALIA	AUS	AUD	30% at proforma invoice 70% 15days after shipment date	27	0.00%	excluded		ETD	15	70				excluded	RTW	Factory						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1519	"30% deposit, 70% 15days after delivery"	*
*	SS07			2177	MAURIZIO ARGENTO	Piazza 25 Aprile 12	Milano	20124	ITALY	ITA	39.02655613	39.02.65561273		Norman/Maurizio	normanv@tiscali.it	MAURIZIO ARGENTO	MAURIZIO ARGENTO	ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0	100% with main order's payment	16	3.00%	excluded	ACC	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1122	30%proforma/70%before shipment	paid with main order's payment
continue		MAWI	174	174	MAWI	2 Nimrod  Passage	London	N1 4BU	UNITED KINGDOM	GBR	44.(0)207 923 1414	44.(0)207 684 0738	44.(0)7899 832680	Greer	info@mawi.co.uk	MAWI	MAWI	UNITED KINGDOM	GBR	GBP	30% at proforma invoice 70% 15days after shipment date	27	5.00%	excluded	"over20,000Åí/5%disc"	ETD	15	70	100% after receiving goods 	12	0.00%	excluded	BAG/ACC	H.P.FRANCE BIJOUX	Concento					EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	825	"30%confirmation/70% 15days after invoice date(over20,000Åí/5%disc)"	receiving goods in japan
continue		MD	110	110	MEDECINE DOUCE	10 rue de Marseille 75010 Paris	Paris	75010	FRANCE	FRA	33.(0)1.48.03.57.28	33.(0)1.48.03.57.17		Cecile	cbrunet@medecine-douce.net	MEDECINE DOUCE	MEDICINE DOUCE	FRANCE	FRA	EUR	100% 30days after shipment date 	7	10.00%	excluded		ETD	30	100	100% 30days after shipment date 	7	0.00%	excluded	ACC	Showroom						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	935	30days after invoice date	30days after invoice date
continue		MELI	145	145	Meli Melo	1 Ensor Mews	London	SW7 3BT	UNITED KINGDOM	GBR	0207 835 13 63	0207 835 13 29		Maria Siguenza	maria@melimelo.it	MeliÅf MeloÅf Limited	MeliÅf MeloÅf Limited	UNITED KINGDOM	GBR	GBP	100% before shipment date 	15	0.00%	excluded		*	*	0			0.00%	excluded	BAG	Theatre						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1477	100% before shipment	*
*	SS07	MEL	289	289	MELISSA	"AV. Pedro Grendene, 131-A 95180-000 Farroupilha RS "			BRAZIL	BRA				Tassiana	tassiana@grendene.com.br	GRENDENE SA	GRENDENE SA	BRAZIL	BRA	EUR	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	SHOES	Kioku	Destination NY					AMERICASè¨éRÇ≥ÇÒ	000042	Tomoko Koyama	000042	tomoko_koyama@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5092	+81 3 5778 2177	994	100% after delivery	*
continue		MER	722	722	MERCY	"96 Spadina Avenue #504, Toronto, Ontario"	Toronto	M5V 2J6	CANADA	CAN	1.416.703.6635	1.416.703.9964		Jennifer	jennifer.halchuk@sympathico.ca	MERCY	MERCY	CANADA	CAN	USD	100% 30days after shipment date 	7	15.00%	excluded		ETD	30	100				excluded	RTW	Destination NY						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	859	30 DAYS AFTER INVOICE DATE	*
